# x,y,theta (radians)
-4.500000,-4.000000,1.570796
-4.500000,-3.900000,1.570796
-4.500000,-3.800000,1.570796
-4.500000,-3.700000,1.570796
-4.500000,-3.600000,1.570796
-4.500000,-3.500000,1.570796
-4.500000,-3.400000,1.570796
-4.500000,-3.300000,1.570796
-4.500000,-3.200000,1.570796
-4.500000,-3.100000,1.570796
-4.500000,-3.000000,1.570796
-4.500000,-2.900000,1.570796
-4.500000,-2.800000,1.570796
-4.500000,-2.700000,1.570796
-4.500000,-2.600000,1.570796
-4.500000,-2.500000,1.570796
-4.500000,-2.400000,1.570796
-4.500000,-2.300000,1.570796
-4.500000,-2.200000,1.570796
-4.500000,-2.100000,1.570796
-4.500000,-2.000000,1.570796
-4.500000,-1.900000,1.570796
-4.500000,-1.800000,1.570796
-4.500000,-1.700000,1.570796
-4.500000,-1.600000,1.570796
-4.500000,-1.500000,1.570796
-4.500000,-1.400000,1.570796
-4.500000,-1.300000,1.570796
-4.500000,-1.200000,1.570796
-4.500000,-1.100000,1.570796
-4.500000,-1.000000,1.570796
-4.500000,-0.900000,1.570796
-4.500000,-0.800000,1.570796
-4.500000,-0.700000,1.570796
-4.500000,-0.600000,1.570796
-4.500000,-0.500000,1.570796
-4.500000,-0.400000,1.570796
-4.500000,-0.300000,1.570796
-4.500000,-0.200000,1.570796
-4.500000,-0.100000,1.570796
-4.500000,0.000000,1.570796
-4.500000,0.100000,1.570796
-4.500000,0.200000,1.570796
-4.500000,0.300000,1.570796
-4.500000,0.400000,1.570796
-4.500000,0.500000,1.570796
-4.500000,0.600000,1.570796
-4.500000,0.700000,1.570796
-4.500000,0.800000,1.570796
-4.500000,0.900000,1.570796
-4.500000,1.000000,1.570796
-4.500000,1.100000,1.570796
-4.500000,1.200000,1.570796
-4.500000,1.300000,1.570796
-4.500000,1.400000,1.570796
-4.500000,1.500000,1.570796
-4.500000,1.600000,1.570796
-4.500000,1.700000,1.570796
-4.500000,1.800000,1.570796
-4.500000,1.900000,1.570796
-4.500000,2.000000,1.570796
-4.500000,2.100000,1.570796
-4.500000,2.200000,1.570796
-4.500000,2.300000,1.570796
-4.500000,2.400000,1.570796
-4.500000,2.500000,1.570796
-4.500000,2.600000,1.570796
-4.500000,2.700000,1.570796
-4.500000,2.800000,1.570796
-4.500000,2.900000,1.570796
-4.500000,3.000000,1.570796
-4.500000,3.100000,1.570796
-4.500000,3.200000,1.570796
-4.500000,3.300000,1.570796
-4.500000,3.400000,1.570796
-4.500000,3.500000,1.570796
-4.500000,3.600000,1.570796
-4.500000,3.700000,1.570796
-4.500000,3.800000,1.570796
-4.500000,3.900000,1.570796
-4.500000,4.000000,1.570796
-4.498097,4.043578,1.483530
-4.492404,4.086824,1.396263
-4.482963,4.129410,1.308997
-4.469846,4.171010,1.221730
-4.453154,4.211309,1.134464
-4.433013,4.250000,1.047198
-4.409576,4.286788,0.959931
-4.383022,4.321394,0.872665
-4.353553,4.353553,0.785398
-4.321394,4.383022,0.698132
-4.286788,4.409576,0.610865
-4.250000,4.433013,0.523599
-4.211309,4.453154,0.436332
-4.171010,4.469846,0.349066
-4.129410,4.482963,0.261799
-4.086824,4.492404,0.174533
-4.043578,4.498097,0.087266
-4.000000,4.500000,0.000000
-3.956422,4.498097,-0.087266
-3.913176,4.492404,-0.174533
-3.870590,4.482963,-0.261799
-3.828990,4.469846,-0.349066
-3.788691,4.453154,-0.436332
-3.750000,4.433013,-0.523599
-3.713212,4.409576,-0.610865
-3.678606,4.383022,-0.698132
-3.646447,4.353553,-0.785398
-3.616978,4.321394,-0.872665
-3.590424,4.286788,-0.959931
-3.566987,4.250000,-1.047198
-3.546846,4.211309,-1.134464
-3.530154,4.171010,-1.221730
-3.517037,4.129410,-1.308997
-3.507596,4.086824,-1.396263
-3.501903,4.043578,-1.483530
-3.500000,4.000000,-1.570796
-3.500000,4.000000,-1.570796
-3.500000,3.900000,-1.570796
-3.500000,3.800000,-1.570796
-3.500000,3.700000,-1.570796
-3.500000,3.600000,-1.570796
-3.500000,3.500000,-1.570796
-3.500000,3.400000,-1.570796
-3.500000,3.300000,-1.570796
-3.500000,3.200000,-1.570796
-3.500000,3.100000,-1.570796
-3.500000,3.000000,-1.570796
-3.500000,2.900000,-1.570796
-3.500000,2.800000,-1.570796
-3.500000,2.700000,-1.570796
